Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,carrier_name
2018,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",10721,10693,BOS,BNA,942,857,147.04,WN,0.3854,141.85,B6,0.3487,136.92,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Nashville, TN
(36.166687, -86.779932)",Southwest
2018,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",10721,10792,BOS,BUF,395,386,126.14,B6,0.7186,125.05,B6,0.7186,125.05,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Buffalo, NY
(39.945422, -78.64671)",JetBlue
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,10800,BOS,BUR,2611,13,298.76,UA,0.4017,330.14,B6,0.1282,231.77,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",United
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,10821,BOS,BWI,418,1373,119.44,WN,0.6038,121.73,B6,0.349,119.8,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",Southwest
2018,1,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10721,10874,BOS,CAK,563,13,174.14,AA,0.4867,168.39,UA,0.1947,150.5,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",American
2018,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",10721,10994,BOS,CHS,836,355,178.92,B6,0.7477,173.47,WN,0.0335,171,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charleston, SC
(32.77647, -79.931027)",JetBlue
2018,1,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10721,11042,BOS,CLE,563,516,144.88,B6,0.5739,128.49,B6,0.5739,128.49,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",JetBlue
2018,1,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",10721,11057,BOS,CLT,737,1023,172.69,AA,0.7319,179.84,B6,0.2065,145.14,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charlotte, NC
(35.222936, -80.840161)",American
2018,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",10721,11066,BOS,CMH,640,354,212.39,DL,0.6097,222.7,WN,0.2978,178.78,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)",Delta
2018,1,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",10721,11193,BOS,CVG,752,315,300.86,DL,0.7748,320.81,AA,0.1173,239.3,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cincinnati, OH
(39.104427, -84.513808)",Delta
2018,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",10721,11259,BOS,DAL,1562,204,152.28,WN,0.9558,149.28,WN,0.9558,149.28,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",Southwest
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,11278,BOS,DCA,418,2569,143.78,AA,0.638,145.41,B6,0.3498,139.66,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",American
2018,1,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",10721,11292,BOS,DEN,1754,1352,246.08,UA,0.4352,272.15,WN,0.2483,217.19,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Denver, CO
(39.738453, -104.984853)",United
2018,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",10721,11298,BOS,DFW,1562,1308,217.46,AA,0.658,245.81,B6,0.2685,153.88,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",American
2018,1,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",10721,11433,BOS,DTW,632,886,161.39,DL,0.6469,174.89,B6,0.3106,130.85,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",Delta
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,11618,BOS,EWR,209,1268,159.28,UA,0.7663,164.65,B6,0.2329,141.27,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",United
2018,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,11697,BOS,FLL,1283,1949,182.34,B6,0.5437,207.52,NK,0.184,103.88,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",JetBlue
2018,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12191,BOS,HOU,1609,446,145.76,WN,0.5455,148.72,B6,0.4283,134.95,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Houston, TX
(29.760803, -95.369506)",Southwest
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,12264,BOS,IAD,418,595,139.01,UA,0.5531,143.85,B6,0.4407,132.76,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",United
2018,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12266,BOS,IAH,1609,678,225.44,UA,0.8993,222.65,UA,0.8993,222.65,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Houston, TX
(29.760803, -95.369506)",United
2018,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",10721,12339,BOS,IND,818,422,190.09,DL,0.5718,208.13,WN,0.313,146.96,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Indianapolis, IN
(39.76845, -86.156212)",Delta
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12391,BOS,ISP,209,0,279,AA,1,279,AA,1,279,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",American
2018,1,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",10721,12451,BOS,JAX,1028,501,182.56,B6,0.6935,173.47,B6,0.6935,173.47,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Jacksonville, FL
(30.325968, -81.65676)",JetBlue
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12478,BOS,JFK,209,561,148.51,DL,0.471,147.29,DL,0.471,147.29,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",Delta
2018,1,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",10721,12889,BOS,LAS,2381,1155,263.83,B6,0.5189,301.03,NK,0.1559,103.71,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Las Vegas, NV
(36.169202, -115.140597)",JetBlue
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12892,BOS,LAX,2611,2776,255,AA,0.3461,247.78,AA,0.3461,247.78,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",American
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12953,BOS,LGA,209,2058,157.78,DL,0.4309,183.85,B6,0.1812,124.92,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",Delta
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12954,BOS,LGB,2611,191,206.55,B6,0.9662,203.71,B6,0.9662,203.71,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",JetBlue
2018,1,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",10721,13198,BOS,MCI,1256,303,190.52,WN,0.5478,183.36,DL,0.3171,182.27,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Kansas City, MO
(39.099792, -94.578559)",Southwest
2018,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",10721,13204,BOS,MCO,1142,2631,187.44,B6,0.5546,198.61,NK,0.1162,106.73,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Orlando, FL
(28.538331, -81.378879)",JetBlue
2018,1,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",10721,13232,BOS,MDW,867,497,122.05,WN,0.9767,120.91,WN,0.9767,120.91,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Chicago, IL
(41.775002, -87.696388)",Southwest
2018,1,30721,33244,"Boston, MA (Metropolitan Area)","Memphis, TN",10721,13244,BOS,MEM,1139,127,299.91,AA,0.4308,296.87,AA,0.4308,296.87,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Memphis, TN
(35.143378, -90.052136)",American
2018,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,13303,BOS,MIA,1283,1158,239.54,AA,0.8688,246.7,UA,0.0249,151.55,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",American
2018,1,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",10721,13342,BOS,MKE,860,242,192.78,DL,0.5534,207.07,WN,0.3989,168.47,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Milwaukee, WI
(43.041072, -87.909421)",Delta
2018,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",10721,13487,BOS,MSP,1124,869,289.85,DL,0.7369,300.2,SY,0.1134,198.27,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",Delta
2018,1,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",10721,13495,BOS,MSY,1371,695,186.77,B6,0.4738,209.33,NK,0.2028,93.95,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New Orleans, LA
(29.950621, -90.074948)",JetBlue
2018,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,13796,BOS,OAK,2704,44,275.8,WN,0.5682,246.98,WN,0.5682,246.98,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",Southwest
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,13891,BOS,ONT,2611,52,324.85,AA,0.5106,342.09,UA,0.2383,294.9,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",American
2018,1,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",10721,13930,BOS,ORD,867,2436,152.79,AA,0.4507,157.61,B6,0.1304,124.77,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Chicago, IL
(41.775002, -87.696388)",American
2018,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,13931,BOS,ORF,487,137,169.16,DL,0.496,143.56,DL,0.496,143.56,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",Delta
2018,1,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",10721,14027,BOS,PBI,1222,1501,204.72,B6,0.7419,216.57,DL,0.1326,193.15,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",JetBlue
2018,1,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",10721,14057,BOS,PDX,2537,362,266.23,AS,0.5273,277.77,UA,0.2021,227.31,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Portland, OR
(45.516018, -122.681425)",Alaska
2018,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,14098,BOS,PHF,487,8,198.27,AA,0.9861,199.58,AA,0.9861,199.58,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",American
2018,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",10721,14100,BOS,PHL,289,1662,157.47,AA,0.6889,161.06,B6,0.3038,148.48,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)",American
2018,1,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",10721,14107,BOS,PHX,2300,1126,267.09,AA,0.718,277.78,B6,0.1583,208.49,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Phoenix, AZ
(30.406931, -87.217578)",American
2018,1,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",10721,14122,BOS,PIT,496,694,147.84,B6,0.6707,145.75,DL,0.1386,142.14,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)",JetBlue
2018,1,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",10721,14492,BOS,RDU,625,1043,163.88,B6,0.4954,152.56,B6,0.4954,152.56,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Raleigh/Durham, NC
(42.673348, -72.179683)",JetBlue
2018,1,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",10721,14524,BOS,RIC,487,543,132.47,B6,0.6473,126.17,B6,0.6473,126.17,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Richmond, VA
(37.540759, -77.433932)",JetBlue
2018,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",10721,14635,BOS,RSW,1271,1927,212.49,B6,0.6842,234.52,NK,0.1373,113.22,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Fort Myers, FL
(40.253979, -103.801495)",JetBlue
2018,1,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",10721,14679,BOS,SAN,2588,999,276.56,B6,0.4947,286.29,AS,0.2287,237.98,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Diego, CA
(32.71576, -117.163817)",JetBlue
2018,1,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",10721,14683,BOS,SAT,1764,214,296.33,AA,0.3333,321.82,WN,0.2705,245.74,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Antonio, TX
(29.425173, -98.494599)",American
2018,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",10721,14685,BOS,SAV,917,247,198.34,B6,0.7266,192.83,B6,0.7266,192.83,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Savannah, GA
(40.115007, -111.654713)",JetBlue
2018,1,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",10721,14747,BOS,SEA,2496,944,217.11,AS,0.3602,213.12,B6,0.3435,187.97,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Seattle, WA
(47.603229, -122.33028)",Alaska
2018,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14771,BOS,SFO,2704,2637,301.83,B6,0.3542,269.72,VX,0.1001,245.36,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",JetBlue
2018,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14831,BOS,SJC,2704,251,238.53,B6,0.5716,207.65,B6,0.5716,207.65,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",JetBlue
2018,1,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",10721,14869,BOS,SLC,2105,691,274.64,DL,0.592,310.4,B6,0.2327,197.83,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Salt Lake City, UT
(40.758478, -111.888142)",Delta
2018,1,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",10721,14893,BOS,SMF,2636,147,284.46,AA,0.3182,266,WN,0.2033,263.05,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sacramento, CA
(38.582087, -121.50012)",American
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,14908,BOS,SNA,2611,115,350.71,AA,0.388,370.66,UA,0.323,335.66,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",American
2018,1,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",10721,14986,BOS,SRQ,1240,251,255.12,B6,0.8115,256.38,UA,0.0332,173.85,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sarasota/Bradenton, FL
(27.336483, -82.538602)",JetBlue
2018,1,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",10721,15016,BOS,STL,1047,386,262.59,WN,0.6412,284.24,AA,0.2435,197.82,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","St. Louis, MO
(38.630276, -90.200309)",Southwest
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,15070,BOS,SWF,209,0,237.38,AA,1,237.38,AA,1,237.38,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",American
2018,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10721,15304,BOS,TPA,1204,1449,187.82,B6,0.4933,200.8,NK,0.1154,98.39,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",JetBlue
2018,1,30721,30436,"Boston, MA (Metropolitan Area)","Tucson, AZ",10721,15376,BOS,TUS,2289,128,315.84,AA,0.6221,327.85,WN,0.1103,242.95,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Tucson, AZ
(35.167852, -103.726151)",American
2018,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",13296,10693,MHT,BNA,942,47,194.69,WN,0.6194,181.75,WN,0.6194,181.75,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Nashville, TN
(36.166687, -86.779932)",Southwest
2018,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,8,237.63,WN,0.4,212.32,DL,0.1857,198.62,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Buffalo, NY
(39.945422, -78.64671)",Southwest
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,10800,MHT,BUR,2611,1,229,WN,0.6,266.67,AA,0.4,172.5,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",Southwest
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,10821,MHT,BWI,418,323,145.61,WN,0.98,144.63,WN,0.98,144.63,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",Southwest
2018,1,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",13296,10874,MHT,CAK,563,5,222.51,AA,0.6596,196.71,AA,0.6596,196.71,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",American
2018,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,29,207.24,WN,0.5441,185.8,WN,0.5441,185.8,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charleston, SC
(32.77647, -79.931027)",Southwest
2018,1,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",13296,11042,MHT,CLE,563,28,167.34,AA,0.4743,160.73,AA,0.4743,160.73,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",American
2018,1,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",13296,11057,MHT,CLT,737,69,271.98,AA,0.7952,282.17,WN,0.1376,227.94,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charlotte, NC
(35.222936, -80.840161)",American
2018,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",13296,11066,MHT,CMH,640,24,238.77,WN,0.4742,233.6,DL,0.1127,217.49,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)",Southwest
2018,1,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",13296,11193,MHT,CVG,752,18,271.28,AA,0.3795,289.52,WN,0.2289,224.03,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cincinnati, OH
(39.104427, -84.513808)",American
2018,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",13296,11259,MHT,DAL,1562,21,244.13,WN,0.984,242.46,WN,0.984,242.46,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",Southwest
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,11278,MHT,DCA,418,197,164.04,AA,0.9702,163.84,AA,0.9702,163.84,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",American
2018,1,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",13296,11292,MHT,DEN,1754,62,252.99,WN,0.713,239.04,WN,0.713,239.04,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Denver, CO
(39.738453, -104.984853)",Southwest
2018,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",13296,11298,MHT,DFW,1562,32,303.37,AA,0.7595,309.86,DL,0.1375,294.12,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",American
2018,1,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",13296,11433,MHT,DTW,632,81,211,DL,0.8874,210.76,WN,0.0604,173.98,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",Delta
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,11618,MHT,EWR,209,26,193.4,UA,0.9828,193.53,UA,0.9828,193.53,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",United
2018,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13296,11697,MHT,FLL,1283,109,196.96,WN,0.7307,190.24,WN,0.7307,190.24,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",Southwest
2018,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12191,MHT,HOU,1609,16,236.4,WN,0.8904,236.91,WN,0.8904,236.91,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Houston, TX
(29.760803, -95.369506)",Southwest
2018,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13296,12264,MHT,IAD,418,3,254.27,UA,0.7037,222.62,DL,0.1852,192.9,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",United
2018,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12266,MHT,IAH,1609,14,280.14,AA,0.5354,290.03,UA,0.2283,243.77,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Houston, TX
(29.760803, -95.369506)",American
2018,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",13296,12339,MHT,IND,818,32,217.19,WN,0.4103,190.82,WN,0.4103,190.82,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Indianapolis, IN
(39.76845, -86.156212)",Southwest
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12391,MHT,ISP,209,0,56,AA,1,56,AA,1,56,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",American
2018,1,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",13296,12451,MHT,JAX,1028,40,204.3,WN,0.4818,191.97,WN,0.4818,191.97,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Jacksonville, FL
(30.325968, -81.65676)",Southwest
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12478,MHT,JFK,209,0,151.25,,,,,,,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",#N/A
2018,1,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",13296,12889,MHT,LAS,2381,88,259.86,WN,0.6755,238.13,WN,0.6755,238.13,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Las Vegas, NV
(36.169202, -115.140597)",Southwest
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12892,MHT,LAX,2611,53,278.01,WN,0.4235,260.42,AA,0.2956,250.2,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",Southwest
2018,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12953,MHT,LGA,209,56,170.92,DL,0.9764,169.59,DL,0.9764,169.59,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",Delta
2018,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12954,MHT,LGB,2611,0,278.67,AA,0.3333,452,DL,0.3333,178,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",American
2018,1,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",13296,13198,MHT,MCI,1256,28,224.44,WN,0.5176,226.2,AA,0.2196,212.32,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Kansas City, MO
(39.099792, -94.578559)",Southwest
2018,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",13296,13204,MHT,MCO,1142,586,201.49,WN,0.9099,199.31,WN,0.9099,199.31,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Orlando, FL
(28.538331, -81.378879)",Southwest
